title,company,location,country,seniority_level,employment_type,job_function,industries,مستوى الأقدمية,نوع التوظيف,المهام الوظيفية,المجالات,average_salary,work_model,mentions_sql,mentions_python,mentions_r,mentions_excel,mentions_tableau,mentions_power bi,mentions_aws,mentions_azure,mentions_gcp,mentions_spark,mentions_sas
"Data Analyst, Forward Kitchens (Remote) - $60,000/year USD",Crossover,"Accra, Greater Accra Region, Ghana",Africa,Associate,Full-time,"Information Technology, Engineering, and Research","IT Services and IT Consulting, Software Development, and Financial Services",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
Data Engineer,Experian,"Sandton, Gauteng, South Africa",Africa,Associate,Full-time,Information Technology and Engineering,Financial Services,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,True
Data Engineer (Remote),dLocal,"Cape Town, Western Cape, South Africa",Africa,Entry level,Full-time,Information Technology,Financial Services,,,,,,Remote,False,True,True,False,False,False,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,False,True,True,False,False,False,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
"International consultant - Data analysis and Monitoring, Mogadishu, Somalia, 6 months [home based]",UNICEF,"Bamako, Bamako, Mali",Africa,Entry level,Full-time,"Education, Science, and Health Care Provider",Information Services and Non-profit Organizations,,,,,,Remote,True,False,False,True,False,True,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,True,True,True,False,True,False,False,False,False,False,False
Data Engineer,almatar | المطار,Egypt,Africa,Not Specified,Not Specified,Not Specified,Not Specified,,دوام كامل,,,,Remote,True,True,True,False,False,True,True,True,False,True,False
Global Business Data Analyst,Dentons,"Johannesburg, Gauteng, South Africa",Africa,Not Applicable,Full-time,Analyst,"Technology, Information and Internet",,,,,,Remote,True,False,False,True,False,False,False,True,False,False,False
"Clinical Data Analyst (FSP), South Africa",Parexel,South Africa,Africa,Mid-Senior level,Full-time,"Research, Science, and Analyst",Pharmaceutical Manufacturing,,,,,,Remote,False,False,False,False,False,False,False,False,True,False,True
Data Engineer (REMOTE),ICF,"Nzalae/ Nzawa locations, Kitui County, Kenya",Africa,Mid-Senior level,Full-time,Information Technology,Business Consulting and Services,,,,,,Remote,True,True,False,False,True,False,True,True,False,True,True
Senior Data Analyst,Ozow,"Cape Town, Western Cape, South Africa",Africa,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,False,False,False,True,True,True,False,False,False,True
BI Researcher,Experian,"Sandton, Gauteng, South Africa",Africa,Associate,Full-time,Consulting,Financial Services,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,False
Remote Data Analyst/Engineer Jobs,Turing.com,Ghana,Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,True,True,False,False,False,False,False,False,False,False,False
Data Engineer (Contract),Ovations Technologies (Pty) Ltd,South Africa,Africa,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Remote,False,False,False,False,False,False,False,False,False,False,True
Data Analyst,Experian,"Johannesburg, Gauteng, South Africa",Africa,Mid-Senior level,Full-time,Analyst,Financial Services,,,,,,Remote,True,True,False,False,True,False,False,True,False,False,False
Data Analyst (Global Remote),Passion.io,"Johannesburg, Gauteng, South Africa",Africa,Not Applicable,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,Ozow,"Cape Town, Western Cape, South Africa",Africa,Entry level,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,True,True,False,False,True,False,False,False,False,True
Python Data Analyst (Remote),Army Marketing,"South East, South-East District, Botswana",Africa,Entry level,Full-time,Information Technology,Advertising Services,,,,,,Remote,True,True,False,True,True,True,True,False,False,False,False
People Data Analyst,Rainforest Alliance,Eastern Africa,Africa,Mid-Senior level,Full-time,"Management, Analyst, and Human Resources",Non-profit Organizations,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,False
BI Data Analyst (Contract),Ovations Technologies (Pty) Ltd,"Gauteng, South Africa",Africa,Associate,Contract,Information Technology,IT Services and IT Consulting and Banking,,,,,,Remote,True,True,True,False,False,False,False,False,False,False,False
Reference Data Analyst,CSG,South Africa,Africa,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Software Development, and Telecommunications",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
"Data Analyst, Trilogy (Remote) - $60,000/year USD",Crossover,"Johannesburg, Gauteng, South Africa",Africa,Associate,Full-time,"Engineering, Information Technology, and Research","IT Services and IT Consulting, Software Development, and Financial Services",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
IDM Data Analyst,Progressive Edge,"Cape Town, Western Cape, South Africa",Africa,Entry level,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Remote,True,False,False,True,True,False,True,False,False,False,False
"Data Analyst, Forward Kitchens (Remote) - $60,000/year USD",Crossover,"Lagos, Lagos State, Nigeria",Africa,Associate,Full-time,"Information Technology, Engineering, and Research","IT Services and IT Consulting, Software Development, and Financial Services",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
"Data Analyst, Forward Kitchens (Remote) - $60,000/year USD",Crossover,"Accra, Greater Accra Region, Ghana",Africa,Associate,Full-time,"Information Technology, Engineering, and Research","IT Services and IT Consulting, Software Development, and Financial Services",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
Data Engineer,Experian,"Sandton, Gauteng, South Africa",Africa,Associate,Full-time,Information Technology and Engineering,Financial Services,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,True
Data Engineer (Remote),dLocal,"Cape Town, Western Cape, South Africa",Africa,Entry level,Full-time,Information Technology,Financial Services,,,,,,Remote,False,True,True,False,False,False,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,False,True,True,False,False,False,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
"International consultant - Data analysis and Monitoring, Mogadishu, Somalia, 6 months [home based]",UNICEF,"Bamako, Bamako, Mali",Africa,Entry level,Full-time,"Education, Science, and Health Care Provider",Information Services and Non-profit Organizations,,,,,,Remote,True,False,False,True,False,True,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,True,True,True,False,True,False,False,False,False,False,False
Data Engineer,almatar | المطار,Egypt,Africa,Not Specified,Not Specified,Not Specified,Not Specified,,دوام كامل,,,,Remote,True,True,True,False,False,True,True,True,False,True,False
Global Business Data Analyst,Dentons,"Johannesburg, Gauteng, South Africa",Africa,Not Applicable,Full-time,Analyst,"Technology, Information and Internet",,,,,,Remote,True,False,False,True,False,False,False,True,False,False,False
"Clinical Data Analyst (FSP), South Africa",Parexel,South Africa,Africa,Mid-Senior level,Full-time,"Research, Science, and Analyst",Pharmaceutical Manufacturing,,,,,,Remote,False,False,False,False,False,False,False,False,True,False,True
Data Engineer (REMOTE),ICF,"Nzalae/ Nzawa locations, Kitui County, Kenya",Africa,Mid-Senior level,Full-time,Information Technology,Business Consulting and Services,,,,,,Remote,True,True,False,False,True,False,True,True,False,True,True
Senior Data Analyst,Ozow,"Cape Town, Western Cape, South Africa",Africa,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,False,False,False,True,True,True,False,False,False,True
BI Researcher,Experian,"Sandton, Gauteng, South Africa",Africa,Associate,Full-time,Consulting,Financial Services,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,False
Remote Data Analyst/Engineer Jobs,Turing.com,Ghana,Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,True,True,False,False,False,False,False,False,False,False,False
Data Engineer (Contract),Ovations Technologies (Pty) Ltd,South Africa,Africa,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Remote,False,False,False,False,False,False,False,False,False,False,True
Data Analyst,Experian,"Johannesburg, Gauteng, South Africa",Africa,Mid-Senior level,Full-time,Analyst,Financial Services,,,,,,Remote,True,True,False,False,True,False,False,True,False,False,False
Data Analyst (Global Remote),Passion.io,"Johannesburg, Gauteng, South Africa",Africa,Not Applicable,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,Ozow,"Cape Town, Western Cape, South Africa",Africa,Entry level,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,True,True,False,False,True,False,False,False,False,True
Python Data Analyst (Remote),Army Marketing,"South East, South-East District, Botswana",Africa,Entry level,Full-time,Information Technology,Advertising Services,,,,,,Remote,True,True,False,True,True,True,True,False,False,False,False
People Data Analyst,Rainforest Alliance,Eastern Africa,Africa,Mid-Senior level,Full-time,"Management, Analyst, and Human Resources",Non-profit Organizations,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,False
BI Data Analyst (Contract),Ovations Technologies (Pty) Ltd,"Gauteng, South Africa",Africa,Associate,Contract,Information Technology,IT Services and IT Consulting and Banking,,,,,,Remote,True,True,True,False,False,False,False,False,False,False,False
Reference Data Analyst,CSG,South Africa,Africa,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Software Development, and Telecommunications",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
"Data Analyst, Trilogy (Remote) - $60,000/year USD",Crossover,"Johannesburg, Gauteng, South Africa",Africa,Associate,Full-time,"Engineering, Information Technology, and Research","IT Services and IT Consulting, Software Development, and Financial Services",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
IDM Data Analyst,Progressive Edge,"Cape Town, Western Cape, South Africa",Africa,Entry level,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Remote,True,False,False,True,True,False,True,False,False,False,False
"Data Analyst, Forward Kitchens (Remote) - $60,000/year USD",Crossover,"Lagos, Lagos State, Nigeria",Africa,Associate,Full-time,"Information Technology, Engineering, and Research","IT Services and IT Consulting, Software Development, and Financial Services",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
"Data Analyst, Forward Kitchens (Remote) - $60,000/year USD",Crossover,"Accra, Greater Accra Region, Ghana",Africa,Associate,Full-time,"Information Technology, Engineering, and Research","IT Services and IT Consulting, Software Development, and Financial Services",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
Data Engineer,Experian,"Sandton, Gauteng, South Africa",Africa,Associate,Full-time,Information Technology and Engineering,Financial Services,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,True
Data Engineer (Remote),dLocal,"Cape Town, Western Cape, South Africa",Africa,Entry level,Full-time,Information Technology,Financial Services,,,,,,Remote,False,True,True,False,False,False,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,False,True,True,False,False,False,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
"International consultant - Data analysis and Monitoring, Mogadishu, Somalia, 6 months [home based]",UNICEF,"Bamako, Bamako, Mali",Africa,Entry level,Full-time,"Education, Science, and Health Care Provider",Information Services and Non-profit Organizations,,,,,,Remote,True,False,False,True,False,True,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,True,True,True,False,True,False,False,False,False,False,False
Data Engineer,almatar | المطار,Egypt,Africa,Not Specified,Not Specified,Not Specified,Not Specified,,دوام كامل,,,,Remote,True,True,True,False,False,True,True,True,False,True,False
Global Business Data Analyst,Dentons,"Johannesburg, Gauteng, South Africa",Africa,Not Applicable,Full-time,Analyst,"Technology, Information and Internet",,,,,,Remote,True,False,False,True,False,False,False,True,False,False,False
"Clinical Data Analyst (FSP), South Africa",Parexel,South Africa,Africa,Mid-Senior level,Full-time,"Research, Science, and Analyst",Pharmaceutical Manufacturing,,,,,,Remote,False,False,False,False,False,False,False,False,True,False,True
Data Engineer (REMOTE),ICF,"Nzalae/ Nzawa locations, Kitui County, Kenya",Africa,Mid-Senior level,Full-time,Information Technology,Business Consulting and Services,,,,,,Remote,True,True,False,False,True,False,True,True,False,True,True
Senior Data Analyst,Ozow,"Cape Town, Western Cape, South Africa",Africa,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,False,False,False,True,True,True,False,False,False,True
BI Researcher,Experian,"Sandton, Gauteng, South Africa",Africa,Associate,Full-time,Consulting,Financial Services,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,False
Remote Data Analyst/Engineer Jobs,Turing.com,Ghana,Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,True,True,False,False,False,False,False,False,False,False,False
Data Engineer (Contract),Ovations Technologies (Pty) Ltd,South Africa,Africa,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Remote,False,False,False,False,False,False,False,False,False,False,True
Data Analyst,Experian,"Johannesburg, Gauteng, South Africa",Africa,Mid-Senior level,Full-time,Analyst,Financial Services,,,,,,Remote,True,True,False,False,True,False,False,True,False,False,False
Data Analyst (Global Remote),Passion.io,"Johannesburg, Gauteng, South Africa",Africa,Not Applicable,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,False,False,False,False,False,False,False,False,False,False
"Data Analyst, Forward Kitchens (Remote) - $60,000/year USD",Crossover,"Lagos, Lagos State, Nigeria",Africa,Associate,Full-time,"Information Technology, Engineering, and Research","IT Services and IT Consulting, Software Development, and Financial Services",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
Data Analyst,Ozow,"Cape Town, Western Cape, South Africa",Africa,Entry level,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,True,True,False,False,True,False,False,False,False,True
BI Data Analyst (Contract),Ovations Technologies (Pty) Ltd,"Gauteng, South Africa",Africa,Associate,Contract,Information Technology,IT Services and IT Consulting and Banking,,,,,,Remote,True,True,True,False,False,False,False,False,False,False,False
"Data Analyst, Forward Kitchens (Remote) - $60,000/year USD",Crossover,"Accra, Greater Accra Region, Ghana",Africa,Associate,Full-time,"Information Technology, Engineering, and Research","IT Services and IT Consulting, Software Development, and Financial Services",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
Python Data Analyst (Remote),Army Marketing,"South East, South-East District, Botswana",Africa,Entry level,Full-time,Information Technology,Advertising Services,,,,,,Remote,True,True,False,True,True,True,True,False,False,False,False
People Data Analyst,Rainforest Alliance,Eastern Africa,Africa,Mid-Senior level,Full-time,"Management, Analyst, and Human Resources",Non-profit Organizations,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,False
Reference Data Analyst,CSG,South Africa,Africa,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Software Development, and Telecommunications",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
"Data Analyst, Trilogy (Remote) - $60,000/year USD",Crossover,"Johannesburg, Gauteng, South Africa",Africa,Associate,Full-time,"Engineering, Information Technology, and Research","IT Services and IT Consulting, Software Development, and Financial Services",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
IDM Data Analyst,Progressive Edge,"Cape Town, Western Cape, South Africa",Africa,Entry level,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Remote,True,False,False,True,True,False,True,False,False,False,False
Data Engineer,Experian,"Sandton, Gauteng, South Africa",Africa,Associate,Full-time,Information Technology and Engineering,Financial Services,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,True
Data Engineer (Remote),dLocal,"Cape Town, Western Cape, South Africa",Africa,Entry level,Full-time,Information Technology,Financial Services,,,,,,Remote,False,True,True,False,False,False,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,False,True,True,False,False,False,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
"International consultant - Data analysis and Monitoring, Mogadishu, Somalia, 6 months [home based]",UNICEF,"Bamako, Bamako, Mali",Africa,Entry level,Full-time,"Education, Science, and Health Care Provider",Information Services and Non-profit Organizations,,,,,,Remote,True,False,False,True,False,True,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,True,True,True,False,True,False,False,False,False,False,False
Global Business Data Analyst,Dentons,"Johannesburg, Gauteng, South Africa",Africa,Not Applicable,Full-time,Analyst,"Technology, Information and Internet",,,,,,Remote,True,False,False,True,False,False,False,True,False,False,False
"Clinical Data Analyst (FSP), South Africa",Parexel,South Africa,Africa,Mid-Senior level,Full-time,"Research, Science, and Analyst",Pharmaceutical Manufacturing,,,,,,Remote,False,False,False,False,False,False,False,False,True,False,True
Remote Data Analyst Jobs,Turing.com,Ghana,Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,True,True,True,False,True,False,False,False,False,False,False
Senior Data Analyst,Ozow,"Cape Town, Western Cape, South Africa",Africa,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,False,False,False,True,True,True,False,False,False,True
Data Engineer,almatar | المطار,Egypt,Africa,Not Specified,Not Specified,Not Specified,Not Specified,,دوام كامل,,,,Remote,True,True,True,False,False,True,True,True,False,True,False
Remote Data Analyst Jobs,Turing.com,Egypt,Africa,Not Specified,Not Specified,Not Specified,Not Specified,مستوى المبتدئين,دوام كامل,تكنولوجيا المعلومات,تطوير البرامج,,Remote,True,True,False,False,True,False,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,Kenya,Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
BI Researcher,Experian,"Sandton, Gauteng, South Africa",Africa,Associate,Full-time,Consulting,Financial Services,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,Experian,"Johannesburg, Gauteng, South Africa",Africa,Mid-Senior level,Full-time,Analyst,Financial Services,,,,,,Remote,True,True,False,False,True,False,False,True,False,False,False
Data Analyst (Global Remote),Passion.io,"Johannesburg, Gauteng, South Africa",Africa,Not Applicable,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,Ozow,"Cape Town, Western Cape, South Africa",Africa,Entry level,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,True,True,False,False,True,False,False,False,False,True
Python Data Analyst (Remote),Army Marketing,"South East, South-East District, Botswana",Africa,Entry level,Full-time,Information Technology,Advertising Services,,,,,,Remote,True,True,False,True,True,True,True,False,False,False,False
People Data Analyst,Rainforest Alliance,Eastern Africa,Africa,Mid-Senior level,Full-time,"Management, Analyst, and Human Resources",Non-profit Organizations,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,False
BI Data Analyst (Contract),Ovations Technologies (Pty) Ltd,"Gauteng, South Africa",Africa,Associate,Contract,Information Technology,IT Services and IT Consulting and Banking,,,,,,Remote,True,True,True,False,False,False,False,False,False,False,False
Reference Data Analyst,CSG,South Africa,Africa,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Software Development, and Telecommunications",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
"Data Analyst, Trilogy (Remote) - $60,000/year USD",Crossover,"Johannesburg, Gauteng, South Africa",Africa,Associate,Full-time,"Engineering, Information Technology, and Research","IT Services and IT Consulting, Software Development, and Financial Services",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
IDM Data Analyst,Progressive Edge,"Cape Town, Western Cape, South Africa",Africa,Entry level,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Remote,True,False,False,True,True,False,True,False,False,False,False
"Data Analyst, Forward Kitchens (Remote) - $60,000/year USD",Crossover,"Lagos, Lagos State, Nigeria",Africa,Associate,Full-time,"Information Technology, Engineering, and Research","IT Services and IT Consulting, Software Development, and Financial Services",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
"Data Analyst, Forward Kitchens (Remote) - $60,000/year USD",Crossover,"Accra, Greater Accra Region, Ghana",Africa,Associate,Full-time,"Information Technology, Engineering, and Research","IT Services and IT Consulting, Software Development, and Financial Services",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
Data Engineer,Experian,"Sandton, Gauteng, South Africa",Africa,Associate,Full-time,Information Technology and Engineering,Financial Services,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,True
Data Engineer (Remote),dLocal,"Cape Town, Western Cape, South Africa",Africa,Entry level,Full-time,Information Technology,Financial Services,,,,,,Remote,False,True,True,False,False,False,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,False,True,True,False,False,False,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
"International consultant - Data analysis and Monitoring, Mogadishu, Somalia, 6 months [home based]",UNICEF,"Bamako, Bamako, Mali",Africa,Entry level,Full-time,"Education, Science, and Health Care Provider",Information Services and Non-profit Organizations,,,,,,Remote,True,False,False,True,False,True,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,True,True,True,False,True,False,False,False,False,False,False
Data Engineer,almatar | المطار,Egypt,Africa,Not Specified,Not Specified,Not Specified,Not Specified,,دوام كامل,,,,Remote,True,True,True,False,False,True,True,True,False,True,False
Global Business Data Analyst,Dentons,"Johannesburg, Gauteng, South Africa",Africa,Not Applicable,Full-time,Analyst,"Technology, Information and Internet",,,,,,Remote,True,False,False,True,False,False,False,True,False,False,False
"Clinical Data Analyst (FSP), South Africa",Parexel,South Africa,Africa,Mid-Senior level,Full-time,"Research, Science, and Analyst",Pharmaceutical Manufacturing,,,,,,Remote,False,False,False,False,False,False,False,False,True,False,True
Data Engineer (REMOTE),ICF,"Nzalae/ Nzawa locations, Kitui County, Kenya",Africa,Mid-Senior level,Full-time,Information Technology,Business Consulting and Services,,,,,,Remote,True,True,False,False,True,False,True,True,False,True,True
Senior Data Analyst,Ozow,"Cape Town, Western Cape, South Africa",Africa,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,False,False,False,True,True,True,False,False,False,True
BI Researcher,Experian,"Sandton, Gauteng, South Africa",Africa,Associate,Full-time,Consulting,Financial Services,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,False
Remote Data Analyst/Engineer Jobs,Turing.com,Ghana,Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,True,True,False,False,False,False,False,False,False,False,False
Data Engineer (Contract),Ovations Technologies (Pty) Ltd,South Africa,Africa,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Remote,False,False,False,False,False,False,False,False,False,False,True
Data Analyst,Experian,"Johannesburg, Gauteng, South Africa",Africa,Mid-Senior level,Full-time,Analyst,Financial Services,,,,,,Remote,True,True,False,False,True,False,False,True,False,False,False
Data Analyst (Global Remote),Passion.io,"Johannesburg, Gauteng, South Africa",Africa,Not Applicable,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,Ozow,"Cape Town, Western Cape, South Africa",Africa,Entry level,Full-time,Information Technology,"Technology, Information and Internet",,,,,,Remote,True,True,True,False,False,True,False,False,False,False,True
Python Data Analyst (Remote),Army Marketing,"South East, South-East District, Botswana",Africa,Entry level,Full-time,Information Technology,Advertising Services,,,,,,Remote,True,True,False,True,True,True,True,False,False,False,False
BI Data Analyst (Contract),Ovations Technologies (Pty) Ltd,"Gauteng, South Africa",Africa,Associate,Contract,Information Technology,IT Services and IT Consulting and Banking,,,,,,Remote,True,True,True,False,False,False,False,False,False,False,False
People Data Analyst,Rainforest Alliance,Eastern Africa,Africa,Mid-Senior level,Full-time,"Management, Analyst, and Human Resources",Non-profit Organizations,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,False
Reference Data Analyst,CSG,South Africa,Africa,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Software Development, and Telecommunications",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
"Data Analyst, Trilogy (Remote) - $60,000/year USD",Crossover,"Johannesburg, Gauteng, South Africa",Africa,Associate,Full-time,"Engineering, Information Technology, and Research","IT Services and IT Consulting, Software Development, and Financial Services",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
IDM Data Analyst,Progressive Edge,"Cape Town, Western Cape, South Africa",Africa,Entry level,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Remote,True,False,False,True,True,False,True,False,False,False,False
"Data Analyst, Forward Kitchens (Remote) - $60,000/year USD",Crossover,"Lagos, Lagos State, Nigeria",Africa,Associate,Full-time,"Information Technology, Engineering, and Research","IT Services and IT Consulting, Software Development, and Financial Services",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
BI Researcher,Experian,"Sandton, Gauteng, South Africa",Africa,Associate,Full-time,Consulting,Financial Services,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,False
"Data Analyst, Forward Kitchens (Remote) - $60,000/year USD",Crossover,"Accra, Greater Accra Region, Ghana",Africa,Associate,Full-time,"Information Technology, Engineering, and Research","IT Services and IT Consulting, Software Development, and Financial Services",,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
Data Engineer,Experian,"Sandton, Gauteng, South Africa",Africa,Associate,Full-time,Information Technology and Engineering,Financial Services,,,,,,Remote,False,False,False,True,False,False,False,False,False,False,True
Data Engineer (Remote),dLocal,"Cape Town, Western Cape, South Africa",Africa,Entry level,Full-time,Information Technology,Financial Services,,,,,,Remote,False,True,True,False,False,False,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,False,True,True,False,False,False,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,False,False,False,False,False,False,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,True,True,False,False,True,False,False,False,False,False,False
"International consultant - Data analysis and Monitoring, Mogadishu, Somalia, 6 months [home based]",UNICEF,"Bamako, Bamako, Mali",Africa,Entry level,Full-time,"Education, Science, and Health Care Provider",Information Services and Non-profit Organizations,,,,,,Remote,True,False,False,True,False,True,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,"Lagos, Lagos State, Nigeria",Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,True,True,True,False,True,False,False,False,False,False,False
Remote Data Analyst Jobs,Turing.com,Ghana,Africa,Entry level,Full-time,Information Technology,Software Development,,,,,,Remote,True,True,False,False,True,False,False,False,False,False,False
